Rank,Player_ID,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Minutes,90s,Goals,Assists,G+A,G-PK,PK,PK_Att,Y_Card,R_Card,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgPR,Gls_p90,Ast_p90,G+A_p90,G-PK_p90,G+A-PK_p90,xG_p90,xAG_p90,xG+xAG_p90,npxG_p90,npxG+xAG_p90
1364,1364,Ibrahima Koné,MLI,FW,Almería,La Liga,24,1999,9,2,277,3.1,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,5,3,18,0,0,0,0,0,0.14,0.03,0.17,0.14,0.17
1365,1365,Ibrahima Koné,FRA,FW,Lorient,Ligue 1,24,1999,1,0,32,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1366,1366,Manu Koné,ENG,MF,Gladbach,Bundesliga,22,2001,22,18,1561,17.3,1,0,1,1,0,0,4,1,1.2,1.2,1.2,2.4,42,70,56,0.06,0,0.06,0.06,0.06,0.07,0.07,0.14,0.07,0.14
1367,1367,Ezri Konsa,NED,DF,Aston Villa,Premier League,25,1997,35,35,3069,34.1,1,0,1,1,0,0,5,0,2.5,2.5,0.5,3,37,136,33,0.03,0,0.03,0.03,0.03,0.07,0.02,0.09,0.07,0.09
1368,1368,Teun Koopmeiners,CIV,MF,Atalanta,Serie A,25,1998,34,29,2627,29.2,12,5,17,10,2,2,5,0,6.5,5,5.9,10.9,79,169,190,0.41,0.17,0.58,0.34,0.51,0.22,0.2,0.43,0.17,0.37
1369,1369,Odilon Kossonou,SRB,DF,Leverkusen,Bundesliga,22,2001,22,21,1811,20.1,1,0,1,1,0,0,3,0,0.6,0.6,0.7,1.3,48,141,23,0.05,0,0.05,0.05,0.05,0.03,0.03,0.06,0.03,0.06
1370,1370,Filip Kostić,CIV,DF,Juventus,Serie A,30,1992,29,26,1815,20.2,0,4,4,0,0,0,2,0,0.7,0.7,5.4,6.1,64,88,95,0,0.2,0.2,0,0.2,0.03,0.27,0.3,0.03,0.3
1371,1371,Christian Kouamé,MLI,FW,Fiorentina,Serie A,25,1997,23,11,1089,12.1,2,1,3,2,0,0,0,0,1.9,1.9,1.8,3.7,12,41,110,0.17,0.08,0.25,0.17,0.25,0.16,0.15,0.31,0.16,0.31
1372,1372,Rominigue Kouamé,CIV,MF,Cádiz,La Liga,26,1996,16,9,821,9.1,0,0,0,0,0,0,2,0,0.3,0.3,0.1,0.4,16,34,5,0,0,0,0,0,0.03,0.01,0.04,0.03,0.04
1373,1373,Koffi Kouao,CZE,DF,Metz,Ligue 1,25,1998,13,10,860,9.6,0,2,2,0,0,0,2,0,0.2,0.2,1.5,1.7,10,29,29,0,0.21,0.21,0,0.21,0.02,0.16,0.18,0.02,0.18
1374,1374,Tomáš Koubek,FRA,GK,Augsburg,Bundesliga,30,1992,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1375,1375,Therence Koudou,FRA,DF,Reims,Ligue 1,18,2004,9,3,314,3.5,0,0,0,0,0,0,3,0,0.1,0.1,0.3,0.3,8,14,21,0,0,0,0,0,0.02,0.07,0.09,0.02,0.09
1376,1376,Jules Koundé,MLI,DF,Barcelona,La Liga,24,1998,35,32,2899,32.2,1,2,3,1,0,0,4,0,2,2,2.2,4.2,67,245,64,0.03,0.06,0.09,0.03,0.09,0.06,0.07,0.13,0.06,0.13
1377,1377,Boubakar Kouyaté,SEN,DF,Montpellier,Ligue 1,26,1997,23,22,1928,21.4,0,2,2,0,0,0,5,1,0.8,0.8,1.3,2.1,4,58,3,0,0.09,0.09,0,0.09,0.04,0.06,0.1,0.04,0.1
1378,1378,Cheikhou Kouyaté,CRO,MF,Nott'ham Forest,Premier League,33,1989,12,2,212,2.4,0,0,0,0,0,0,2,0,0.3,0.3,0,0.3,0,5,5,0,0,0,0,0,0.12,0.02,0.14,0.12,0.14
1379,1379,Mateo Kovačić,UKR,MF,Manchester City,Premier League,29,1994,30,16,1551,17.2,1,0,1,1,0,0,4,0,1.3,1.3,1.6,2.9,37,100,38,0.06,0,0.06,0.06,0.06,0.07,0.09,0.17,0.07,0.17
1380,1380,Viktor Kovalenko,CZE,MF,Empoli,Serie A,27,1996,17,4,613,6.8,1,1,2,1,0,0,1,0,0.9,0.9,0.8,1.7,4,20,24,0.15,0.15,0.29,0.15,0.29,0.14,0.12,0.25,0.14,0.25
1381,1381,Matej Kovar,POL,GK,Leverkusen,Bundesliga,23,2000,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1382,1382,Dawid Kownacki,SWE,FW,Werder Bremen,Bundesliga,26,1997,22,3,380,4.2,0,0,0,0,0,0,0,0,1.3,1.3,0.4,1.6,5,10,26,0,0,0,0,0,0.31,0.08,0.39,0.31,0.39
1383,1383,Emil Krafth,CZE,DF,Newcastle Utd,Premier League,28,1994,17,8,913,10.1,0,0,0,0,0,0,2,0,0.2,0.2,1,1.2,12,29,33,0,0,0,0,0,0.02,0.1,0.12,0.02,0.12
1384,1384,Alex Král,CRO,MF,Union Berlin,Bundesliga,25,1998,24,13,1370,15.2,0,0,0,0,0,0,2,0,1.7,1.7,0.4,2,15,44,41,0,0,0,0,0,0.11,0.02,0.13,0.11,0.13
1385,1385,Andrej Kramarić,GER,"MF,FW",Hoffenheim,Bundesliga,32,1991,30,25,2199,24.4,15,6,21,10,5,5,4,0,11.1,7.1,7.3,14.5,71,119,175,0.61,0.25,0.86,0.41,0.65,0.45,0.3,0.75,0.29,0.59
1386,1386,Christoph Kramer,GER,MF,Gladbach,Bundesliga,32,1991,14,1,249,2.8,0,0,0,0,0,0,4,0,0.1,0.1,0.1,0.2,10,17,8,0,0,0,0,0,0.04,0.05,0.09,0.04,0.09
1387,1387,Frans Krätzig,GER,DF,Bayern Munich,Bundesliga,20,2003,4,0,56,0.6,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.5,0,7,7,0,0,0,0,0,0.42,0.42,0.84,0.42,0.84
1388,1388,Tom Krauß,DEN,MF,Mainz 05,Bundesliga,22,2001,29,13,1346,15,1,2,3,1,0,0,5,0,0.8,0.8,0.4,1.2,12,68,29,0.07,0.13,0.2,0.07,0.2,0.05,0.03,0.08,0.05,0.08
1389,1389,Rasmus Kristensen,DEN,DF,Roma,Serie A,26,1997,29,19,1744,19.4,1,1,2,1,0,0,5,0,0.5,0.5,0.9,1.5,16,40,115,0.05,0.05,0.1,0.05,0.1,0.03,0.05,0.08,0.03,0.08
1390,1390,Thomas Kristensen,GER,DF,Udinese,Serie A,21,2002,26,23,2096,23.3,0,1,1,0,0,0,4,1,1.1,1.1,0.4,1.5,20,47,3,0,0.04,0.04,0,0.04,0.05,0.02,0.06,0.05,0.06
1391,1391,Toni Kroos,MNE,MF,Real Madrid,La Liga,33,1990,33,24,2124,23.6,1,8,9,1,0,0,3,0,1.6,1.6,4.9,6.5,32,290,29,0.04,0.34,0.38,0.04,0.38,0.07,0.21,0.28,0.07,0.28
1392,1392,Nikola Krstović,BIH,FW,Lecce,Serie A,23,2000,35,30,2373,26.4,7,1,8,6,1,3,4,1,11.6,9.2,3,12.3,32,52,126,0.27,0.04,0.3,0.23,0.27,0.44,0.11,0.55,0.35,0.46
1393,1393,Rade Krunić,GER,MF,Milan,Serie A,29,1993,10,8,687,7.6,0,0,0,0,0,0,3,0,0.1,0.1,0.5,0.6,5,24,3,0,0,0,0,0,0.02,0.07,0.08,0.02,0.08
1394,1394,Lukas Kübler,JPN,DF,Freiburg,Bundesliga,30,1992,26,22,1847,20.5,1,0,1,1,0,0,7,0,0.6,0.6,0.3,0.9,13,70,32,0.05,0,0.05,0.05,0.05,0.03,0.02,0.04,0.03,0.04
1395,1395,Takefusa Kubo,GHA,"FW,MF",Real Sociedad,La Liga,22,2001,30,24,2150,23.9,7,4,11,7,0,0,1,0,3.5,3.5,6.4,9.9,136,89,231,0.29,0.17,0.46,0.29,0.46,0.15,0.27,0.42,0.15,0.42
1396,1396,Mahmut Kücüksahin,GER,MF,Augsburg,Bundesliga,19,2004,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1397,1397,Mohammed Kudus,SWE,"FW,MF",West Ham,Premier League,22,2000,33,27,2484,27.6,8,6,14,8,0,0,6,0,5.1,5.1,3.5,8.6,117,80,216,0.29,0.22,0.51,0.29,0.51,0.19,0.13,0.31,0.19,0.31
1398,1398,Christian Kühlwetter,FRA,MF,Heidenheim,Bundesliga,27,1996,1,0,8,0.1,0,1,1,0,0,0,0,0,0,0,0.6,0.6,1,0,0,0,11.25,11.25,0,11.25,0,6.85,6.85,0,6.85
1399,1399,Dejan Kulusevski,ALB,"FW,MF",Tottenham,Premier League,23,2000,36,31,2762,30.7,8,3,11,8,0,0,7,0,4.7,4.7,7.7,12.4,151,144,388,0.26,0.1,0.36,0.26,0.36,0.15,0.25,0.4,0.15,0.4
1400,1400,Sael Kumbedi,ITA,DF,Lyon,Ligue 1,18,2005,17,8,924,10.3,0,1,1,0,0,0,3,0,0.2,0.2,0.7,1,19,42,75,0,0.1,0.1,0,0.1,0.02,0.07,0.09,0.02,0.09
1401,1401,Marash Kumbulla,FRA,DF,Sassuolo,Serie A,23,2000,7,3,362,4,0,0,0,0,0,0,1,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0
1402,1402,Justin Kumi,TUR,FW,Sassuolo,Serie A,19,2004,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1403,1403,Layvin Kurzawa,RUS,DF,Paris S-G,Ligue 1,30,1992,1,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1404,1404,Berkan Kutlu,GEO,MF,Genoa,Serie A,25,1998,6,0,199,2.2,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.4,4,5,9,0,0,0,0,0,0.07,0.13,0.2,0.07,0.2
1405,1405,Daler Kuzyaev,GEO,MF,Le Havre,Ligue 1,30,1993,30,24,2090,23.2,2,2,4,2,0,0,1,0,1.8,1.8,1.3,3.2,23,119,97,0.09,0.09,0.17,0.09,0.17,0.08,0.06,0.14,0.08,0.14
1406,1406,Khvicha Kvaratskhelia,GHA,FW,Napoli,Serie A,22,2001,34,32,2737,30.4,11,6,17,11,0,0,8,0,11.1,11.1,6.8,17.9,184,89,266,0.36,0.2,0.56,0.36,0.56,0.37,0.23,0.59,0.36,0.59
1407,1407,Giorgi Kvernadze,FRA,"FW,DF",Frosinone,Serie A,20,2003,5,0,63,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0
1408,1408,Moritz-Broni Kwarteng,GRE,FW,Bochum,Bundesliga,25,1998,11,2,281,3.1,0,1,1,0,0,0,1,1,1,1,0.5,1.6,8,6,24,0,0.32,0.32,0,0.32,0.33,0.17,0.51,0.33,0.51
1409,1409,Grejohn Kyei,USA,FW,Clermont Foot,Ligue 1,27,1995,26,10,1026,11.4,2,1,3,1,1,1,1,0,4.9,4.1,1.2,5.3,12,30,85,0.18,0.09,0.26,0.09,0.18,0.43,0.11,0.54,0.36,0.47
1410,1410,Giorgos Kyriakopoulos,FRA,DF,Monza,Serie A,27,1996,28,20,1712,19,0,3,3,0,0,0,3,0,1.2,1.2,1.4,2.6,64,70,94,0,0.16,0.16,0,0.16,0.06,0.07,0.14,0.06,0.14
1411,1411,Luca de la Torre,FRA,MF,Celta Vigo,La Liga,25,1998,31,22,1956,21.7,1,4,5,1,0,0,4,1,2.5,2.5,1.4,3.9,58,93,88,0.05,0.18,0.23,0.05,0.23,0.11,0.07,0.18,0.11,0.18
1412,1412,Gaëtan Laborde,FRA,"FW,MF",Nice,Ligue 1,29,1994,34,22,1906,21.2,5,2,7,4,1,2,2,0,7.7,6.1,1.8,7.9,33,46,161,0.24,0.09,0.33,0.19,0.28,0.36,0.08,0.45,0.29,0.37
1413,1413,Alexandre Lacazette,FRA,FW,Lyon,Ligue 1,32,1991,29,27,2293,25.5,19,2,21,17,2,2,3,1,11.4,9.8,1.9,11.7,22,61,144,0.75,0.08,0.82,0.67,0.75,0.45,0.07,0.52,0.39,0.46
1414,1414,Maxence Lacroix,ESP,DF,Wolfsburg,Bundesliga,23,2000,28,27,2362,26.2,4,1,5,4,0,0,5,3,0.8,0.8,0.8,1.7,5,79,5,0.15,0.04,0.19,0.15,0.19,0.03,0.03,0.06,0.03,0.06
1415,1415,Alban Lafont,TUN,GK,Nantes,Ligue 1,24,1999,28,28,2496,27.7,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
1416,1416,Yoel Lago,AUT,DF,Celta Vigo,La Liga,19,2004,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1417,1417,Aïssa Laïdouni,AUT,MF,Union Berlin,Bundesliga,26,1996,23,10,1071,11.9,0,3,3,0,0,0,2,0,0.7,0.7,1,1.7,24,56,41,0,0.25,0.25,0,0.25,0.06,0.09,0.14,0.06,0.14
1418,1418,Konrad Laimer,MAD,"DF,MF",Bayern Munich,Bundesliga,26,1997,29,18,1772,19.7,0,3,3,0,0,0,3,0,1,1,3.9,4.9,62,127,98,0,0.15,0.15,0,0.15,0.05,0.2,0.25,0.05,0.25
1419,1419,Stefan Lainer,ENG,"DF,MF",Gladbach,Bundesliga,30,1992,15,8,751,8.3,0,1,1,0,0,0,2,0,0.2,0.2,0.7,0.9,15,37,31,0,0.12,0.12,0,0.12,0.02,0.08,0.11,0.02,0.11
1420,1420,Kenny Lala,FRA,DF,Brest,Ligue 1,31,1991,33,33,2970,33,2,3,5,2,0,0,7,0,0.5,0.5,3.3,3.8,45,200,98,0.06,0.09,0.15,0.06,0.15,0.01,0.1,0.12,0.01,0.12
1421,1421,Adam Lallana,ARG,"MF,FW",Brighton,Premier League,35,1988,25,13,850,9.4,0,1,1,0,0,0,2,0,0.8,0.8,1.7,2.5,9,39,55,0,0.11,0.11,0,0.11,0.09,0.18,0.27,0.09,0.27
1422,1422,Mathis Lambourde,GUI,FW,Rennes,Ligue 1,17,2006,1,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
1423,1423,Érik Lamela,CMR,"FW,MF",Sevilla,La Liga,31,1992,13,5,463,5.1,2,0,2,2,0,0,3,0,1,1,1,2,11,17,28,0.39,0,0.39,0.39,0.39,0.19,0.19,0.38,0.19,0.38
1424,1424,Mohamed Lamine Bayo,GHA,FW,Le Havre,Ligue 1,25,1998,22,16,1389,15.4,5,1,6,3,2,2,4,0,7.2,5.7,0.6,6.2,18,20,115,0.32,0.06,0.39,0.19,0.26,0.47,0.04,0.51,0.37,0.4
1425,1425,Didier Lamkel Zé,MOZ,"FW,MF",Metz,Ligue 1,26,1996,9,7,550,6.1,1,0,1,1,0,0,1,0,1.6,1.6,0.9,2.5,15,19,23,0.16,0,0.16,0.16,0.16,0.26,0.15,0.41,0.26,0.41
1426,1426,Tariq Lamptey,PER,"DF,FW",Brighton,Premier League,22,2000,19,10,914,10.2,0,3,3,0,0,0,3,0,0.4,0.4,1.2,1.7,39,17,64,0,0.3,0.3,0,0.3,0.04,0.12,0.16,0.04,0.16
1427,1427,Bruno Langa,ESP,DF,Almería,La Liga,25,1997,11,9,820,9.1,1,0,1,1,0,0,1,1,0.2,0.2,0.4,0.5,14,25,30,0.11,0,0.11,0.11,0.11,0.02,0.04,0.06,0.02,0.06
1428,1428,Gianluca Lapadula,FRA,FW,Cagliari,Serie A,33,1990,23,14,1205,13.4,3,1,4,2,1,1,3,0,4.8,4.1,1.1,5.1,8,4,63,0.22,0.07,0.3,0.15,0.22,0.36,0.08,0.44,0.3,0.38
1429,1429,Aymeric Laporte,CAN,DF,Manchester City,Premier League,29,1994,1,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0,0.27,0.27,0.27
1430,1430,Julien Laporte,ALG,DF,Lorient,Ligue 1,29,1993,23,20,1818,20.2,0,0,0,0,0,0,4,0,0.8,0.8,0,0.8,5,56,3,0,0,0,0,0,0.04,0,0.04,0.04,0.04
1431,1431,Cyle Larin,SWE,FW,Mallorca,La Liga,28,1995,35,20,1823,20.3,3,2,5,3,0,0,8,0,9,9,1.4,10.4,20,13,103,0.15,0.1,0.25,0.15,0.25,0.45,0.07,0.52,0.45,0.52
1432,1432,Yasser Larouci,ENG,DF,Sheffield Utd,Premier League,22,2001,11,6,531,5.9,0,0,0,0,0,0,1,0,0.2,0.2,0.3,0.5,18,14,12,0,0,0,0,0,0.04,0.05,0.09,0.04,0.09
1433,1433,Hugo Larsson,ESP,MF,Eint Frankfurt,Bundesliga,19,2004,29,21,1886,21,2,1,3,2,0,0,1,0,1.3,1.3,1.4,2.7,26,68,42,0.1,0.05,0.14,0.1,0.14,0.06,0.07,0.13,0.06,0.13
1434,1434,Jamaal Lascelles,ESP,DF,Newcastle Utd,Premier League,29,1993,16,13,1080,12,1,0,1,1,0,0,4,0,0.7,0.7,0.1,0.8,8,31,3,0.08,0,0.08,0.08,0.08,0.06,0.01,0.07,0.06,0.07
1435,1435,Juanmi Latasa,FRA,FW,Getafe,La Liga,22,2001,32,15,1555,17.3,2,0,2,2,0,0,7,1,3.6,3.5,1.5,5,7,16,82,0.12,0,0.12,0.12,0.12,0.21,0.09,0.29,0.2,0.29
1436,1436,Toni Lato,BEL,DF,Mallorca,La Liga,25,1997,28,16,1544,17.2,0,1,1,0,0,0,3,0,0.2,0.2,1.3,1.6,30,39,110,0,0.06,0.06,0,0.06,0.01,0.08,0.09,0.01,0.09
1437,1437,Armand Lauriente,BRA,FW,Sassuolo,Serie A,24,1998,37,35,2908,32.3,5,4,9,5,0,0,5,0,5.7,5.7,4,9.7,125,99,268,0.15,0.12,0.28,0.15,0.28,0.18,0.12,0.3,0.18,0.3
1438,1438,Roméo Lavia,AUT,MF,Chelsea,Premier League,19,2004,1,0,33,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1439,1439,Lázaro,SRB,"FW,MF",Almería,La Liga,21,2002,14,2,285,3.2,0,0,0,0,0,0,0,0,0.9,0.9,0.5,1.4,5,6,34,0,0,0,0,0,0.28,0.17,0.45,0.28,0.45
1440,1440,Valentino Lazaro,ITA,"DF,MF",Torino,Serie A,27,1996,35,21,1994,22.2,0,4,4,0,0,0,3,0,1.7,1.7,2.9,4.7,53,94,106,0,0.18,0.18,0,0.18,0.08,0.13,0.21,0.08,0.21
1441,1441,Darko Lazović,FRA,"FW,MF",Hellas Verona,Serie A,32,1990,32,22,1928,21.4,3,2,5,2,1,1,0,1,2.8,2,4.4,6.4,43,66,139,0.14,0.09,0.23,0.09,0.19,0.13,0.21,0.34,0.09,0.3
1442,1442,Manuel Lazzari,FRA,DF,Lazio,Serie A,29,1993,24,19,1671,18.6,0,2,2,0,0,0,4,1,1,1,1.3,2.3,73,62,104,0,0.11,0.11,0,0.11,0.06,0.07,0.13,0.06,0.13
1443,1443,Théo Le Bris,FRA,"DF,MF",Lorient,Ligue 1,20,2002,26,15,1516,16.8,0,2,2,0,0,0,2,0,1.2,1.2,1.6,2.8,56,58,117,0,0.12,0.12,0,0.12,0.07,0.1,0.17,0.07,0.17
1444,1444,Julien Le Cardinal,FRA,DF,Brest,Ligue 1,25,1997,12,5,473,5.3,0,0,0,0,0,0,3,0,0.3,0.3,0.1,0.4,3,24,4,0,0,0,0,0,0.05,0.02,0.08,0.05,0.08
1445,1445,Julien Le Cardinal,FRA,DF,Lens,Ligue 1,25,1997,2,0,58,0.6,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0
1446,1446,Jérémy Le Douaron,FRA,FW,Brest,Ligue 1,25,1998,33,19,1618,18,4,0,4,4,0,0,3,0,6.2,6.2,1,7.2,48,21,130,0.22,0,0.22,0.22,0.22,0.34,0.06,0.4,0.34,0.4
1447,1447,Enzo Le Fée,ESP,MF,Rennes,Ligue 1,23,2000,25,19,1527,17,0,1,1,0,0,0,3,0,0.5,0.5,1.8,2.3,45,124,58,0,0.06,0.06,0,0.06,0.03,0.11,0.14,0.03,0.14
1448,1448,Vincent Le Goff,ITA,"DF,MF",Lorient,Ligue 1,33,1989,9,8,541,6,1,1,2,1,0,0,1,0,0.1,0.1,0.9,1,9,22,51,0.17,0.17,0.33,0.17,0.33,0.02,0.15,0.17,0.02,0.17
1449,1449,Robin Le Normand,POR,DF,Real Sociedad,La Liga,26,1996,29,28,2469,27.4,2,0,2,2,0,0,13,0,1,1,0.1,1.2,21,106,1,0.07,0,0.07,0.07,0.07,0.04,0,0.04,0.04,0.04
1450,1450,Nicola Leali,FRA,GK,Genoa,Serie A,30,1993,3,2,176,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1451,1451,Rafael Leão,FRA,FW,Milan,Serie A,24,1999,34,29,2512,27.9,9,9,18,9,0,0,5,0,10,10,9.1,19.1,160,117,293,0.32,0.32,0.64,0.32,0.64,0.36,0.32,0.68,0.36,0.68
1452,1452,Adrien Lebeau,FRA,"MF,FW",Brest,Ligue 1,24,1999,7,0,54,0.6,0,1,1,0,0,0,0,0,0.1,0.1,0.5,0.5,1,0,5,0,1.67,1.67,0,1.67,0.1,0.77,0.87,0.1,0.87
1453,1453,Jean-Louis Leca,ARG,GK,Lens,Ligue 1,37,1985,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1454,1454,Benjamin Lecomte,FRA,GK,Montpellier,Ligue 1,32,1991,30,30,2700,30,0,1,1,0,0,0,1,0,0,0,0.5,0.5,0,0,0,0,0.03,0.03,0,0.03,0,0.02,0.02,0,0.02
1455,1455,Jeremías Ledesma,POR,GK,Cádiz,La Liga,30,1993,34,34,3048,33.9,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
1456,1456,Pierre Lees-Melou,GER,MF,Brest,Ligue 1,30,1993,29,29,2517,28,4,0,4,4,0,0,12,1,2.4,2.4,2.4,4.8,51,193,43,0.14,0,0.14,0.14,0.14,0.09,0.08,0.17,0.09,0.17
1457,1457,Diogo Leite,FRA,DF,Union Berlin,Bundesliga,24,1999,32,31,2702,30,0,0,0,0,0,0,6,0,0.8,0.8,0.2,1,14,121,4,0,0,0,0,0,0.03,0.01,0.03,0.03,0.03
1458,1458,Maxim Leitsch,SRB,DF,Mainz 05,Bundesliga,25,1998,7,4,379,4.2,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0
1459,1459,Florian Lejeune,ESP,DF,Rayo Vallecano,La Liga,32,1991,37,37,3327,37,3,1,4,3,0,0,5,0,3.3,3.3,0.7,4,15,114,4,0.08,0.03,0.11,0.08,0.11,0.09,0.02,0.11,0.09,0.11
1460,1460,Stefan Lekovic,FRA,DF,Villarreal,La Liga,19,2004,1,0,29,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1461,1461,Iñigo Lekue,GAB,DF,Athletic Club,La Liga,30,1993,27,22,2002,22.2,0,2,2,0,0,0,4,0,0.2,0.2,1.1,1.2,44,119,35,0,0.09,0.09,0,0.09,0.01,0.05,0.06,0.01,0.06
1462,1462,Thomas Lemar,ESP,MF,Atlético Madrid,La Liga,27,1995,3,3,164,1.8,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,5,13,9,0,0,0,0,0,0.09,0.01,0.1,0.09,0.1
1463,1463,Mario Lemina,ESP,MF,Wolves,Premier League,29,1993,35,34,2968,33,4,1,5,4,0,0,12,1,4.6,4.6,1.5,6.2,32,76,49,0.12,0.03,0.15,0.12,0.15,0.14,0.05,0.19,0.14,0.19
1464,1464,Álvaro Lemos,FRA,DF,Las Palmas,La Liga,30,1993,4,3,251,2.8,0,0,0,0,0,0,1,0,0,0,0,0,6,17,8,0,0,0,0,0,0.01,0,0.01,0.01,0.01
1465,1465,Ruben Lendinez,GER,DF,Valencia,La Liga,20,2003,1,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
1466,1466,Clément Lenglet,GER,DF,Aston Villa,Premier League,28,1995,14,14,1153,12.8,0,1,1,0,0,0,3,0,0.9,0.9,0.8,1.6,26,51,1,0,0.08,0.08,0,0.08,0.07,0.06,0.13,0.07,0.13
1467,1467,Bernd Leno,GER,GK,Fulham,Premier League,31,1992,38,38,3420,38,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1468,1468,Christopher Lenz,FRA,"DF,MF",RB Leipzig,Bundesliga,28,1994,5,0,47,0.5,0,0,0,0,0,0,0,0,0,0,0.1,0.1,1,2,7,0,0,0,0,0,0,0.22,0.22,0,0.22
1469,1469,Christopher Lenz,COL,DF,Eint Frankfurt,Bundesliga,28,1994,1,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1470,1470,Johann Lepenant,FRA,MF,Lyon,Ligue 1,20,2002,6,2,253,2.8,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,5,24,6,0,0,0,0,0,0.05,0.03,0.08,0.05,0.08
1471,1471,Jefferson Lerma,POL,"MF,DF",Crystal Palace,Premier League,28,1994,28,27,2400,26.7,1,1,2,1,0,0,8,0,2.7,2.7,2.2,4.8,14,106,51,0.04,0.04,0.07,0.04,0.07,0.1,0.08,0.18,0.1,0.18
1472,1472,Léo Leroy,GER,MF,Montpellier,Ligue 1,23,2000,21,3,499,5.5,0,1,1,0,0,0,4,0,0.8,0.8,0.7,1.5,8,21,9,0,0.18,0.18,0,0.18,0.15,0.13,0.28,0.15,0.28
1473,1473,Robert Lewandowski,ENG,FW,Barcelona,La Liga,34,1988,35,32,2750,30.6,19,8,27,15,4,4,5,0,18.1,15,4.9,19.9,43,64,168,0.62,0.26,0.88,0.49,0.75,0.59,0.16,0.75,0.49,0.65
1474,1474,Jamie Leweling,ENG,"FW,MF",Stuttgart,Bundesliga,22,2001,34,17,1523,16.9,4,4,8,4,0,0,3,0,6.1,6.1,3.2,9.3,65,35,172,0.24,0.24,0.47,0.24,0.47,0.36,0.19,0.55,0.36,0.55
1475,1475,Rico Lewis,AUT,"DF,MF",Manchester City,Premier League,18,2004,16,8,809,9,2,0,2,2,0,0,1,0,0.6,0.6,1.1,1.8,21,33,46,0.22,0,0.22,0.22,0.22,0.07,0.12,0.19,0.07,0.19
1476,1476,Keane Lewis-Potter,NED,"FW,DF",Brentford,Premier League,22,2001,30,15,1441,16,3,1,4,3,0,0,0,0,6.3,6.3,1.7,8,56,32,135,0.19,0.06,0.25,0.19,0.25,0.39,0.11,0.5,0.39,0.5
1477,1477,Philipp Lienhart,SWE,DF,Freiburg,Bundesliga,27,1996,15,14,1265,14.1,1,0,1,1,0,0,3,0,1.1,1.1,1.1,2.2,14,53,3,0.07,0,0.07,0.07,0.07,0.08,0.08,0.16,0.08,0.16
1478,1478,Matthijs de Ligt,DEN,DF,Bayern Munich,Bundesliga,23,1999,22,16,1390,15.4,2,0,2,2,0,0,5,0,1.7,1.7,0.1,1.9,16,98,6,0.13,0,0.13,0.13,0.13,0.11,0.01,0.12,0.11,0.12
