Rank,Player_ID,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,SCA_Types_PassLive,SCA_Types_PassDead,SCA _TakeOn,SCA_Sh,SCA _FoulsDrawn,SCA_DefAct,GCA,GCA90,GCA_PassLive,GCA_PassDead,GCA_TakeOn,GCA_Shot,GCA_FoulsDrawn,GCA_DefAct
1400,1400,Justin Kumi (Sassuolo),ITA,FW,Sassuolo,Serie A,19,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1401,1401,Layvin Kurzawa (Paris S-G),FRA,DF,Paris S-G,Ligue 1,30,1992,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1402,1402,Berkan Kutlu (Genoa),TUR,MF,Genoa,Serie A,25,1998,2.2,33,85,27,81,0,43,0,0,0,0,0,0,0,0,0,0
1403,1403,Daler Kuzyaev (Le Havre),RUS,MF,Le Havre,Ligue 1,30,1993,23.2,90,77,92,89,0,73,94,0,71,57,79,0,0,0,0,0
1404,1404,Khvicha Kvaratskhelia (Napoli),GEO,FW,Napoli,Serie A,22,2001,30.4,99,95,98,95,100,100,100,98,98,91,88,0,99,-99,99,96
1405,1405,Giorgi Kvernadze (Frosinone),GEO,"FW,DF",Frosinone,Serie A,20,2003,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1406,1406,Moritz-Broni Kwarteng (Bochum),GHA,FW,Bochum,Bundesliga,25,1998,3.1,48,96,38,0,89,73,53,0,35,77,40,0,0,0,0,0
1407,1407,Grejohn Kyei (Clermont Foot),FRA,FW,Clermont Foot,Ligue 1,27,1995,11.4,54,47,57,0,53,43,53,0,51,58,59,0,0,0,0,0
1408,1408,Giorgos Kyriakopoulos (Monza),GRE,DF,Monza,Serie A,27,1996,19,80,66,80,92,53,61,53,0,61,55,40,96,0,0,0,0
1409,1409,Luca de la Torre (Celta Vigo),USA,MF,Celta Vigo,La Liga,25,1998,21.7,76,51,80,0,70,61,71,0,77,65,85,0,0,0,0,0
1410,1410,Gaëtan Laborde (Nice),FRA,"FW,MF",Nice,Ligue 1,29,1994,21.2,82,63,82,74,89,81,0,88,61,52,59,0,0,-80,0,0
1411,1411,Alexandre Lacazette (Lyon),FRA,FW,Lyon,Ligue 1,32,1991,25.5,84,56,82,0,89,91,94,0,90,79,79,0,96,-80,97,0
1412,1412,Maxence Lacroix (Wolfsburg),FRA,DF,Wolfsburg,Bundesliga,23,2000,26.2,58,27,62,0,0,43,71,0,51,42,59,0,0,0,0,0
1413,1413,Alban Lafont (Nantes),FRA,GK,Nantes,Ligue 1,24,1999,27.7,28,14,30,59,0,0,0,0,0,0,0,0,0,0,0,0
1414,1414,Yoel Lago (Celta Vigo),ESP,DF,Celta Vigo,La Liga,19,2004,1,16,51,19,0,0,0,0,0,0,0,0,0,0,0,0,0
1415,1415,Aïssa Laïdouni (Union Berlin),TUN,MF,Union Berlin,Bundesliga,26,1996,11.9,63,62,67,59,53,0,71,0,71,78,79,0,0,0,0,0
1416,1416,Konrad Laimer (Bayern Munich),AUT,"DF,MF",Bayern Munich,Bundesliga,26,1997,19.7,88,82,92,81,79,61,53,69,88,84,88,0,87,-80,0,0
1417,1417,Stefan Lainer (Gladbach),AUT,"DF,MF",Gladbach,Bundesliga,30,1992,8.3,51,59,57,0,0,0,53,0,35,49,40,0,0,0,0,0
1418,1418,Kenny Lala (Brest),MAD,DF,Brest,Ligue 1,31,1991,33,96,74,97,96,70,73,53,0,90,71,91,96,0,0,0,0
1419,1419,Adam Lallana (Brighton),ENG,"MF,FW",Brighton,Premier League,35,1988,9.4,62,74,70,0,0,0,53,0,35,46,40,0,0,0,0,0
1420,1420,Mathis Lambourde (Rennes),FRA,FW,Rennes,Ligue 1,17,2006,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1421,1421,Érik Lamela (Sevilla),ARG,"FW,MF",Sevilla,La Liga,31,1992,5.1,52,88,56,0,53,0,53,69,51,83,59,0,0,0,0,0
1422,1422,Mohamed Lamine Bayo (Le Havre),GUI,FW,Le Havre,Ligue 1,25,1998,15.4,72,65,69,0,89,91,53,69,82,83,70,0,96,-80,0,0
1423,1423,Didier Lamkel Zé (Metz),CMR,"FW,MF",Metz,Ligue 1,26,1996,6.1,46,63,49,59,0,43,0,0,0,0,0,0,0,0,0,0
1424,1424,Tariq Lamptey (Brighton),GHA,"DF,FW",Brighton,Premier League,22,2000,10.2,48,43,52,0,53,43,0,0,61,74,70,0,0,0,0,0
1425,1425,Bruno Langa (Almería),MOZ,DF,Almería,La Liga,25,1997,9.1,48,48,45,74,53,43,53,69,35,46,0,0,0,0,0,96
1426,1426,Gianluca Lapadula (Cagliari),PER,FW,Cagliari,Serie A,33,1990,13.4,68,65,65,0,70,87,87,0,71,74,0,0,96,-80,85,0
1427,1427,Aymeric Laporte (Manchester City),ESP,DF,Manchester City,Premier League,29,1994,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1428,1428,Julien Laporte (Lorient),FRA,DF,Lorient,Ligue 1,29,1993,20.2,33,16,36,0,0,43,0,0,0,0,0,0,0,0,0,0
1429,1429,Cyle Larin (Mallorca),CAN,FW,Mallorca,La Liga,28,1995,20.3,60,34,54,0,70,87,81,0,71,61,40,0,0,-80,97,0
1430,1430,Yasser Larouci (Sheffield Utd),ALG,DF,Sheffield Utd,Premier League,22,2001,5.9,33,35,30,59,53,43,0,0,0,0,0,0,0,0,0,0
1431,1431,Hugo Larsson (Eint Frankfurt),SWE,MF,Eint Frankfurt,Bundesliga,19,2004,21,59,32,65,0,0,61,0,0,77,67,79,0,0,-80,0,0
1432,1432,Jamaal Lascelles (Newcastle Utd),ENG,DF,Newcastle Utd,Premier League,29,1993,12,33,22,36,0,0,0,53,0,0,0,0,0,0,0,0,0
1433,1433,Juanmi Latasa (Getafe),ESP,FW,Getafe,La Liga,22,2001,17.3,68,49,65,0,0,91,87,0,35,39,0,0,0,0,85,0
1434,1434,Toni Lato (Mallorca),ESP,DF,Mallorca,La Liga,25,1997,17.2,64,45,63,74,53,43,81,69,35,39,40,0,0,0,0,0
1435,1435,Armand Lauriente (Sassuolo),FRA,FW,Sassuolo,Serie A,24,1998,32.3,97,82,95,95,98,94,98,0,88,68,79,90,0,-95,85,0
1436,1436,Roméo Lavia (Chelsea),BEL,MF,Chelsea,Premier League,19,2004,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1437,1437,Lázaro (Almería),BRA,"FW,MF",Almería,La Liga,21,2002,3.2,40,87,36,74,0,61,53,0,35,77,0,0,0,-80,0,0
1438,1438,Valentino Lazaro (Torino),AUT,"DF,MF",Torino,Serie A,27,1996,22.2,85,67,80,96,70,43,53,0,77,65,79,90,0,0,0,0
1439,1439,Darko Lazović (Hellas Verona),SRB,"FW,MF",Hellas Verona,Serie A,32,1990,21.4,86,71,81,94,53,91,53,69,61,52,70,0,0,0,0,0
1440,1440,Manuel Lazzari (Lazio),ITA,DF,Lazio,Serie A,29,1993,18.6,66,44,70,0,0,61,81,0,77,71,85,0,0,0,0,0
1441,1441,Théo Le Bris (Lorient),FRA,"DF,MF",Lorient,Ligue 1,20,2002,16.8,62,42,60,59,53,81,71,0,71,67,40,0,0,-95,85,0
1442,1442,Julien Le Cardinal (Brest),FRA,DF,Brest,Ligue 1,25,1997,5.3,35,44,27,59,53,43,53,69,51,82,40,0,0,0,85,0
1443,1443,Julien Le Cardinal (Lens),FRA,DF,Lens,Ligue 1,25,1997,0.6,11,39,12,0,0,0,0,0,0,0,0,0,0,0,0,0
1444,1444,Jérémy Le Douaron (Brest),FRA,FW,Brest,Ligue 1,25,1998,18,66,46,62,0,85,73,87,0,71,64,59,0,0,-80,85,0
1445,1445,Enzo Le Fée (Rennes),FRA,MF,Rennes,Ligue 1,23,2000,17,84,81,87,84,70,61,53,69,35,39,40,0,0,0,0,0
1446,1446,Vincent Le Goff (Lorient),FRA,"DF,MF",Lorient,Ligue 1,33,1989,6,42,56,45,74,0,0,0,0,35,57,40,0,0,0,0,0
1447,1447,Robin Le Normand (Real Sociedad),ESP,DF,Real Sociedad,La Liga,26,1996,27.4,48,21,52,0,0,43,53,0,35,37,40,0,0,0,0,0
1448,1448,Nicola Leali (Genoa),ITA,GK,Genoa,Serie A,30,1993,2,11,18,0,59,0,0,0,0,0,0,0,0,0,0,0,0
1449,1449,Rafael Leão (Milan),POR,FW,Milan,Serie A,24,1999,27.9,99,94,99,86,100,87,99,0,100,98,100,0,100,0,85,0
1450,1450,Adrien Lebeau (Brest),FRA,"MF,FW",Brest,Ligue 1,24,1999,0.6,23,98,24,59,0,0,0,0,35,99,40,0,0,0,0,0
1451,1451,Jean-Louis Leca (Lens),FRA,GK,Lens,Ligue 1,37,1985,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1452,1452,Benjamin Lecomte (Montpellier),FRA,GK,Montpellier,Ligue 1,32,1991,30,33,15,33,74,0,0,0,0,35,35,40,0,0,0,0,0
1453,1453,Jeremías Ledesma (Cádiz),ARG,GK,Cádiz,La Liga,30,1993,33.9,31,14,24,84,0,0,0,0,51,39,40,90,0,0,0,0
1454,1454,Pierre Lees-Melou (Brest),FRA,MF,Brest,Ligue 1,30,1993,28,94,75,93,0,89,97,81,100,77,58,70,0,87,0,0,96
1455,1455,Diogo Leite (Union Berlin),POR,DF,Union Berlin,Bundesliga,24,1999,30,58,24,59,0,0,43,81,69,61,45,70,0,0,0,0,0
1456,1456,Maxim Leitsch (Mainz 05),GER,DF,Mainz 05,Bundesliga,25,1998,4.2,11,14,12,0,0,0,0,0,35,67,40,0,0,0,0,0
1457,1457,Florian Lejeune (Rayo Vallecano),FRA,DF,Rayo Vallecano,La Liga,32,1991,37,76,32,75,81,0,96,71,0,61,42,59,0,0,-80,0,0
1458,1458,Stefan Lekovic (Villarreal),SRB,DF,Villarreal,La Liga,19,2004,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1459,1459,Iñigo Lekue (Athletic Club),ESP,DF,Athletic Club,La Liga,30,1993,22.2,69,40,73,84,53,43,0,0,85,76,91,0,0,0,0,0
1460,1460,Thomas Lemar (Atlético Madrid),FRA,MF,Atlético Madrid,La Liga,27,1995,1.8,20,42,19,59,0,0,0,0,0,0,0,0,0,0,0,0
1461,1461,Mario Lemina (Wolves),GAB,MF,Wolves,Premier League,29,1993,33,78,37,84,0,0,81,53,0,77,53,79,0,0,0,85,0
1462,1462,Álvaro Lemos (Las Palmas),ESP,DF,Las Palmas,La Liga,30,1993,2.8,11,16,0,59,0,0,0,0,0,0,0,0,0,0,0,0
1463,1463,Ruben Lendinez (Valencia),ESP,DF,Valencia,La Liga,20,2003,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1464,1464,Clément Lenglet (Aston Villa),FRA,DF,Aston Villa,Premier League,28,1995,12.8,46,32,45,59,0,73,0,0,35,42,40,0,0,0,0,0
1465,1465,Bernd Leno (Fulham),GER,GK,Fulham,Premier League,31,1992,38,11,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0
1466,1466,Christopher Lenz (RB Leipzig),GER,"DF,MF",RB Leipzig,Bundesliga,28,1994,0.5,16,87,19,0,0,0,0,0,0,0,0,0,0,0,0,0
1467,1467,Christopher Lenz (Eint Frankfurt),GER,DF,Eint Frankfurt,Bundesliga,28,1994,0.1,11,99,12,0,0,0,0,0,35,100,40,0,0,0,0,0
1468,1468,Johann Lepenant (Lyon),FRA,MF,Lyon,Ligue 1,20,2002,2.8,31,64,33,0,0,43,0,0,35,79,40,0,0,0,0,0
1469,1469,Jefferson Lerma (Crystal Palace),COL,"MF,DF",Crystal Palace,Premier League,28,1994,26.7,83,53,89,0,53,73,53,69,71,53,79,0,0,0,0,0
1470,1470,Léo Leroy (Montpellier),FRA,MF,Montpellier,Ligue 1,23,2000,5.5,33,37,33,0,0,61,0,0,35,58,40,0,0,0,0,0
1471,1471,Robert Lewandowski (Barcelona),POL,FW,Barcelona,La Liga,34,1988,30.6,87,53,84,59,85,98,94,0,95,83,96,0,0,0,97,0
1472,1472,Jamie Leweling (Stuttgart),GER,"FW,MF",Stuttgart,Bundesliga,22,2001,16.9,86,84,82,59,96,97,53,88,88,88,88,0,87,-80,0,0
1473,1473,Rico Lewis (Manchester City),ENG,"DF,MF",Manchester City,Premier League,18,2004,9,46,43,52,0,0,0,0,0,0,0,0,0,0,0,0,0
1474,1474,Keane Lewis-Potter (Brentford),ENG,"FW,DF",Brentford,Premier League,22,2001,16,68,53,62,0,92,81,71,0,51,49,40,0,0,-80,0,0
1475,1475,Philipp Lienhart (Freiburg),AUT,DF,Freiburg,Bundesliga,27,1996,14.1,44,29,49,0,0,43,0,0,35,40,40,0,0,0,0,0
1476,1476,Matthijs de Ligt (Bayern Munich),NED,DF,Bayern Munich,Bundesliga,23,1999,15.4,42,25,45,0,0,61,0,0,35,39,40,0,0,0,0,0
1477,1477,Victor Lindelöf (Manchester Utd),SWE,DF,Manchester Utd,Premier League,29,1994,14.8,51,34,59,0,0,0,0,0,61,61,70,0,0,0,0,0
1478,1478,Jesper Lindstrøm (Napoli),DEN,"FW,MF",Napoli,Serie A,23,2000,4.8,58,95,56,81,79,43,0,0,0,0,0,0,0,0,0,0
1479,1479,Jesper Lindstrøm (Eint Frankfurt),DEN,FW,Eint Frankfurt,Bundesliga,23,2000,0.9,16,56,19,0,0,0,0,0,35,99,40,0,0,0,0,0
1480,1480,Karol Linetty (Torino),POL,MF,Torino,Serie A,28,1995,20.6,70,45,70,84,53,61,71,0,35,38,40,0,0,0,0,0
1481,1481,Samuel Lino (Atlético Madrid),BRA,"DF,MF",Atlético Madrid,La Liga,23,1999,23.1,92,80,91,59,94,81,99,88,95,90,95,0,87,-80,85,0
1482,1482,Luca Lipani (Sassuolo),ITA,MF,Sassuolo,Serie A,18,2005,4.3,35,54,30,0,70,43,0,69,0,0,0,0,0,0,0,0
1483,1483,Pol Lirola (Frosinone),ESP,DF,Frosinone,Serie A,25,1997,17.1,66,48,72,74,53,0,0,69,35,39,40,0,0,0,0,0
1484,1484,Marcin Listkowski (Lecce),POL,FW,Lecce,Serie A,25,1998,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1485,1485,Valentino Livramento (Newcastle Utd),ENG,DF,Newcastle Utd,Premier League,20,2002,14.6,70,63,72,0,70,43,81,88,77,78,70,0,87,0,85,0
1486,1486,Dejan Ljubicic (Köln),AUT,"MF,FW",Köln,Bundesliga,25,1997,22.8,86,68,90,59,53,87,53,69,51,43,40,0,0,-80,0,0
1487,1487,Javier Llabrés (Mallorca),ESP,"MF,FW",Mallorca,La Liga,20,2002,2.7,31,66,19,84,53,0,0,0,0,0,0,0,0,0,0,0
1488,1488,Diego Llorente (Roma),ESP,DF,Roma,Serie A,29,1993,24.1,55,27,59,0,0,61,53,0,51,42,59,0,0,0,0,0
1489,1489,Marcos Llorente (Atlético Madrid),ESP,"MF,DF",Atlético Madrid,La Liga,28,1995,28.5,79,43,83,0,79,61,81,0,88,72,91,0,0,-80,0,0
1490,1490,Gautier Lloris (Le Havre),FRA,DF,Le Havre,Ligue 1,28,1995,30.9,49,20,54,59,0,43,0,0,0,0,0,0,0,0,0,0
1491,1491,Abou Lô (Metz),SEN,"MF,DF",Metz,Ligue 1,23,2000,2.2,16,27,19,0,0,0,0,0,0,0,0,0,0,0,0,0
1492,1492,Giovani Lo Celso (Tottenham),ARG,MF,Tottenham,Premier League,27,1996,5.6,62,94,63,74,53,61,53,0,61,91,70,0,0,0,0,0
1493,1493,Stanislav Lobotka (Napoli),SVK,MF,Napoli,Serie A,28,1994,36.5,94,62,97,59,85,43,87,69,71,46,79,0,0,0,0,0
1494,1494,Manuel Locatelli (Juventus),ITA,MF,Juventus,Serie A,25,1998,33.4,93,61,97,74,53,61,53,69,85,62,91,0,0,0,0,0
1495,1495,Bradley Locko (Brest),FRA,DF,Brest,Ligue 1,21,2002,32.9,87,49,89,74,92,61,81,69,85,62,88,0,87,0,0,0
1496,1496,Tom Lockyer (Luton Town),WAL,DF,Luton Town,Premier League,28,1994,13,38,24,41,0,0,0,0,69,35,42,40,0,0,0,0,0
1497,1497,Renan Lodi (Marseille),BRA,DF,Marseille,Ligue 1,25,1998,13.7,61,50,57,91,0,0,53,0,0,0,0,0,0,0,0,0
1498,1498,Ruben Loftus-Cheek (Milan),ENG,MF,Milan,Serie A,27,1996,23,81,57,86,0,53,73,71,0,82,70,70,0,87,-80,85,0
1499,1499,Andy Logbo (Le Havre),FRA,FW,Le Havre,Ligue 1,19,2004,2.8,20,31,24,0,0,0,0,0,0,0,0,0,0,0,0,0
1500,1500,Enzo Loiodice (Las Palmas),FRA,MF,Las Palmas,La Liga,22,2000,19.9,74,53,78,84,53,0,71,0,51,45,40,90,0,0,0,0
1501,1501,Sean Longstaff (Newcastle Utd),ENG,MF,Newcastle Utd,Premier League,25,1997,30.5,81,43,85,59,53,73,81,0,85,65,70,90,87,-80,85,0
1502,1502,Ademola Lookman (Atalanta),NGA,"FW,MF",Atalanta,Serie A,25,1997,21,96,94,95,93,99,81,87,88,97,94,95,90,96,-80,85,0
1503,1503,Noah Loosli (Bochum),SUI,DF,Bochum,Bundesliga,26,1997,3.8,16,19,12,59,0,0,0,0,0,0,0,0,0,0,0,0
1504,1504,Anthony Lopes (Lyon),POR,GK,Lyon,Ligue 1,32,1990,31,20,12,19,59,0,0,0,0,35,35,40,0,0,0,0,0
1505,1505,David López (Girona),ESP,DF,Girona,La Liga,33,1989,21.8,42,20,38,59,53,73,0,0,35,38,40,0,0,0,0,0
1506,1506,Diego López (Valencia),ESP,"MF,FW",Valencia,La Liga,21,2002,29.5,92,68,95,0,89,61,81,98,94,81,95,0,87,-80,0,0
1507,1507,Fermin López (Barcelona),ESP,"MF,FW",Barcelona,La Liga,20,2003,16.1,75,67,77,0,89,81,0,0,0,0,0,0,0,0,0,0
1508,1508,Javi López (Alavés),ESP,DF,Alavés,La Liga,21,2002,26.5,81,49,82,74,85,61,87,0,88,74,88,0,87,0,85,0
1509,1509,Maxime Lopez (Fiorentina),FRA,MF,Fiorentina,Serie A,25,1997,8.9,51,55,51,81,0,43,0,69,51,65,40,90,0,0,0,0
1510,1510,Maxime Lopez (Sassuolo),FRA,MF,Sassuolo,Serie A,25,1997,1.6,26,78,30,0,0,0,0,0,0,0,0,0,0,0,0,0
1511,1511,Pau López (Marseille),ESP,GK,Marseille,Ligue 1,28,1994,32.7,38,15,41,59,0,0,0,0,35,35,40,0,0,0,0,0
1512,1512,Unai López (Rayo Vallecano),ESP,MF,Rayo Vallecano,La Liga,27,1995,23.4,85,63,78,95,70,81,0,96,61,50,59,0,0,0,0,96
1513,1513,Dion Lopy (Almería),SEN,MF,Almería,La Liga,21,2002,21.3,77,54,78,0,85,43,91,69,61,52,70,0,0,0,0,0
1514,1514,Anthony Losilla (Bochum),FRA,MF,Bochum,Bundesliga,37,1986,28.6,76,38,78,0,70,73,81,69,51,40,59,0,0,0,0,0
1515,1515,Jordan Lotomba (Nice),SUI,DF,Nice,Ligue 1,24,1998,20,61,35,59,81,53,61,71,0,35,38,40,0,0,0,0,0
1516,1516,Tom Louchet (Nice),FRA,"MF,DF",Nice,Ligue 1,20,2003,4.5,44,77,33,86,0,43,71,0,51,86,40,0,0,0,85,0
1517,1517,Imran Louza (Lorient),MAR,MF,Lorient,Ligue 1,24,1999,9.6,78,93,67,95,53,73,53,0,61,76,59,90,0,0,0,0
1518,1518,Matteo Lovato (Torino),ITA,DF,Torino,Serie A,23,2000,6,11,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0
1519,1519,Matteo Lovato (Salernitana),ITA,DF,Salernitana,Serie A,23,2000,10.5,38,28,43,0,0,0,0,0,0,0,0,0,0,0,0,0
1520,1520,Dejan Lovren (Lyon),CRO,DF,Lyon,Ligue 1,34,1989,8,23,18,24,0,0,43,0,0,0,0,0,0,0,0,0,0
1521,1521,Sandi Lovrić (Udinese),SVN,MF,Udinese,Serie A,25,1998,22.1,92,83,88,97,79,91,0,0,85,77,79,90,87,-80,0,0
1522,1522,Max Lowe (Sheffield Utd),ENG,"DF,MF",Sheffield Utd,Premier League,26,1997,5.6,33,37,36,0,0,43,0,0,35,58,40,0,0,0,0,0
1523,1523,Anthony Lozano (Getafe),HON,"MF,FW",Getafe,La Liga,30,1993,1,16,50,19,0,0,0,0,0,0,0,0,0,0,0,0,0
1524,1524,Anthony Lozano (Almería),HON,FW,Almería,La Liga,30,1993,8.6,51,57,47,59,53,0,91,0,35,49,0,0,0,0,85,0
1525,1525,Lucas (Cádiz),BRA,DF,Cádiz,La Liga,22,2001,17.1,74,61,75,91,0,43,0,69,35,39,0,0,0,0,0,96
1526,1526,Lorenzo Lucca (Udinese),ITA,FW,Udinese,Serie A,22,2000,28.8,78,41,73,0,53,97,94,69,71,52,70,0,0,-80,0,0
1527,1527,Jhon Lucumí (Bologna),COL,DF,Bologna,Serie A,25,1998,24.6,52,25,56,0,53,61,0,0,35,37,0,0,0,-80,0,0
1528,1528,José Luis Gayà (Valencia),ESP,DF,Valencia,La Liga,28,1995,19.9,77,58,83,74,53,0,0,88,85,79,91,0,0,0,0,0
1529,1529,José Luis Morales (Villarreal),ESP,"FW,MF",Villarreal,La Liga,36,1987,11.6,58,53,52,0,79,87,53,0,61,70,70,0,0,0,0,0
1530,1530,José Luis Palomino (Atalanta),ARG,DF,Atalanta,Serie A,33,1990,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1531,1531,Douglas Luiz (Aston Villa),BRA,MF,Aston Villa,Premier League,25,1998,33.3,98,83,94,99,92,98,91,69,92,74,85,99,0,0,85,0
1532,1532,Romelu Lukaku (Roma),BEL,FW,Roma,Serie A,30,1993,29.3,88,59,92,0,79,91,53,69,90,76,93,0,87,0,0,0
1533,1533,Castello Lukeba (RB Leipzig),FRA,DF,RB Leipzig,Bundesliga,20,2002,24.3,40,18,47,0,0,0,0,0,35,37,40,0,0,0,0,0
1534,1534,Dodi Lukebakio (Sevilla),BEL,"FW,MF",Sevilla,La Liga,25,1997,12.5,79,87,76,74,95,43,91,0,82,88,85,0,87,0,0,0
1535,1535,Saša Lukić (Fulham),SRB,MF,Fulham,Premier League,26,1996,12.5,61,56,59,0,53,91,0,69,0,0,0,0,0,0,0,0
1536,1536,Karlo Lulić (Frosinone),CRO,MF,Frosinone,Serie A,27,1996,0.2,11,93,12,0,0,0,0,0,0,0,0,0,0,0,0,0
1537,1537,Andriy Lunin (Real Madrid),UKR,GK,Real Madrid,La Liga,24,1999,21,16,12,19,0,0,0,0,0,35,38,40,0,0,0,0,0
1538,1538,Sebastiano Luperto (Empoli),ITA,DF,Empoli,Serie A,26,1996,37.8,63,24,62,74,0,81,53,69,35,35,40,0,0,0,0,0
1539,1539,Mateus Lusuardi (Frosinone),BRA,DF,Frosinone,Serie A,19,2004,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1540,1540,Andreas Luthe (Bochum),GER,GK,Bochum,Bundesliga,36,1987,1,11,29,0,59,0,0,0,0,0,0,0,0,0,0,0,0
1541,1541,Zito Luvumbo (Cagliari),ANG,"FW,MF",Cagliari,Serie A,21,2002,21.6,88,75,82,59,97,81,99,0,85,77,88,0,0,0,85,0
1542,1542,Charalambos Lykogiannis (Bologna),GRE,DF,Bologna,Serie A,29,1993,10,51,48,49,84,53,43,0,0,61,74,59,0,87,0,0,0
1543,1543,Senne Lynen (Werder Bremen),BEL,MF,Werder Bremen,Bundesliga,24,1999,20,61,35,67,0,0,0,0,88,77,68,85,0,0,0,0,0
1544,1544,Joshua M'Bahia (Clermont Foot),CIV,MF,Clermont Foot,Ligue 1,18,2005,0.2,20,100,24,0,0,0,0,0,0,0,0,0,0,0,0,0
1545,1545,Othmane Maamma (Montpellier),FRA,FW,Montpellier,Ligue 1,17,2005,1,31,98,24,0,79,0,53,0,0,0,0,0,0,0,0,0
1546,1546,Ian Maatsen (Chelsea),NED,"FW,MF",Chelsea,Premier League,21,2002,2.3,26,55,24,59,0,43,0,0,0,0,0,0,0,0,0,0
1547,1547,Ian Maatsen (Dortmund),NED,DF,Dortmund,Bundesliga,21,2002,14,61,49,69,0,0,0,0,69,77,80,79,0,0,0,0,96
1548,1548,Alexis Mac Allister (Liverpool),ARG,MF,Liverpool,Premier League,24,1998,28.9,97,86,99,86,79,43,91,88,95,85,96,90,87,0,0,0
1549,1549,Deiver Machado (Lens),COL,DF,Lens,Ligue 1,29,1993,12.5,58,49,57,0,53,61,81,0,0,0,0,0,0,0,0,0
1550,1550,Darwin Machís (Cádiz),VEN,MF,Cádiz,La Liga,30,1993,8.7,54,61,47,90,0,43,53,0,35,46,40,0,0,0,0,0
1551,1551,James Maddison (Tottenham),ENG,MF,Tottenham,Premier League,26,1996,23.7,99,98,99,97,97,91,99,96,99,97,99,90,96,-80,85,96
1552,1552,Noni Madueke (Chelsea),ENG,FW,Chelsea,Premier League,21,2002,11.7,81,91,78,59,95,61,94,0,88,95,79,0,87,0,99,0
1553,1553,Pablo Maffeo (Mallorca),ESP,DF,Mallorca,La Liga,26,1997,16.2,71,57,57,84,92,61,94,69,77,74,70,0,0,-80,85,0
1554,1554,Gabriel Magalhães (Arsenal),BRA,DF,Arsenal,Premier League,25,1997,33.8,56,22,60,59,0,43,0,69,61,43,70,0,0,0,0,0
1555,1555,Soungoutou Magassa (Monaco),FRA,"DF,MF",Monaco,Ligue 1,19,2003,15,42,26,45,0,0,43,0,69,35,40,40,0,0,0,0,0
1556,1556,Giulio Maggiore (Salernitana),ITA,MF,Salernitana,Serie A,25,1998,20,66,41,63,0,53,91,71,69,61,53,70,0,0,0,0,0
1557,1557,Matej Maglica (Darmstadt 98),CRO,DF,Darmstadt 98,Bundesliga,24,1998,18.9,54,31,57,59,0,43,0,69,0,0,0,0,0,0,0,0
1558,1558,Giangiacomo Magnani (Hellas Verona),ITA,DF,Hellas Verona,Serie A,27,1995,27.2,55,25,59,0,53,0,53,69,82,64,85,0,0,0,0,96
1559,1559,Hugo Magnetti (Brest),FRA,MF,Brest,Ligue 1,25,1998,26,86,59,87,0,89,91,53,69,77,60,59,0,87,-95,0,0
1560,1560,Yohann Magnin (Clermont Foot),FRA,MF,Clermont Foot,Ligue 1,26,1997,18.7,62,38,65,74,0,43,53,69,51,46,40,0,0,-80,0,0
1561,1561,Frank Magri (Toulouse),CMR,"FW,MF",Toulouse,Ligue 1,23,1999,16,66,51,62,59,85,61,87,0,61,60,59,0,0,-80,0,0
1562,1562,Harry Maguire (Manchester Utd),ENG,DF,Manchester Utd,Premier League,30,1993,18.4,58,34,59,0,0,43,53,96,71,64,59,0,0,-80,85,0
1563,1563,Jon Magunacelaya (Real Sociedad),ESP,"FW,MF",Real Sociedad,La Liga,23,2000,1.3,20,57,12,0,53,0,53,0,0,0,0,0,0,0,0,0
1564,1564,Adel Mahamoud (Nantes),COM,FW,Nantes,Ligue 1,20,2003,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1565,1565,Arne Maier (Augsburg),GER,MF,Augsburg,Bundesliga,24,1999,11.1,88,97,80,96,70,91,71,0,82,91,70,90,0,-95,0,0
1566,1566,Habib Maïga (Metz),CIV,"MF,FW",Metz,Ligue 1,27,1996,1.6,11,20,0,0,0,43,0,0,0,0,0,0,0,0,0,0
1567,1567,Mike Maignan (Milan),FRA,GK,Milan,Serie A,28,1995,29,33,15,36,59,0,0,0,0,35,35,40,0,0,0,0,0
1568,1568,Linton Maina (Köln),GER,"FW,MF",Köln,Bundesliga,24,1999,21.1,85,70,86,59,79,73,94,69,77,67,79,0,0,0,85,0
